node,in_degree,out_degree,total_degree,in_strength,out_strength,total_strength
HR,3,3,6,124.14782906053318,24.768836390723624,148.91666545125682
EDA,3,4,7,44.23905451987932,59.07120449007849,103.3102590099578
TEMP,3,2,5,15.670744311904452,56.67219472372043,72.34293903562488
IBI,2,1,3,12.550480980947484,52.25616596062574,64.80664694157322
BVP,1,2,3,4.297429514389195,8.137136822505358,12.434566336894553
