node,in_degree,out_degree,total_degree,in_strength,out_strength,total_strength
HR,3,3,6,127.40738727081333,24.32161182941461,151.72899910022795
TEMP,3,2,5,30.33798741719991,49.075760174933656,79.41374759213356
EDA,3,2,5,21.07801031429596,55.81059679115924,76.88860710545521
IBI,1,2,3,6.724232222143632,51.90199619575985,58.626228417903484
BVP,0,1,1,0.0,4.437652233185471,4.437652233185471
